Ligand,Binding Affinity,rmsd/ub, rmsd/lb
miRNA-198_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-9,3.131,2.182
miRNA-198_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-9,0,0
miRNA-198_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-8.9,6.828,2.156
miRNA-198_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-8.9,0,0
miRNA-198_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-8.9,0,0
miRNA-198_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-8.9,0,0
miRNA-198_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-8.9,5.499,2.128
miRNA-198_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-8.9,2.897,1.726
miRNA-198_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-8.9,4.981,2.143
miRNA-198_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.9,3.007,1.979
miRNA-198_3D_Structure_model1_ZINC000057352386_uff_E=360.19,-8.9,0,0
miRNA-198_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-8.9,0,0
miRNA-198_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.9,7.124,1.829
miRNA-198_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.9,6.817,2.543
miRNA-198_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8.9,0,0
miRNA-198_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.9,0,0
miRNA-198_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-8.9,2.808,2.121
miRNA-198_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-8.9,6.806,4.744
miRNA-198_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.9,4.505,3.329
miRNA-198_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.9,6.932,2.368
miRNA-198_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.9,6.816,2.391
miRNA-198_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.9,6.403,2.311
miRNA-198_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.9,0,0
miRNA-198_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.9,3.457,2.51
miRNA-198_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-8.8,2.548,2.072
miRNA-198_3D_Structure_model1_ZINC000003852619_uff_E=398.80,-8.8,0,0
miRNA-198_3D_Structure_model1_ZINC000006445426_uff_E=365.88,-8.8,0,0
miRNA-198_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8.8,2.871,1.687
miRNA-198_3D_Structure_model1_ZINC000014001469_uff_E=308.66,-8.8,0,0
miRNA-198_3D_Structure_model1_ZINC000036075290_uff_E=362.81,-8.8,0,0
miRNA-198_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-8.8,0,0
miRNA-198_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-8.8,0,0
miRNA-198_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-8.8,0,0
miRNA-198_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.8,3.486,1.804
miRNA-198_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8.8,6.494,3.836
miRNA-198_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-8.8,8.668,5.069
miRNA-198_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-8.8,2.701,2.037
miRNA-198_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-8.8,4.008,2.637
miRNA-198_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.8,2.411,2.022
miRNA-198_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-8.8,0,0
miRNA-198_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-8.8,6.726,3.188
miRNA-198_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-8.8,5.936,3.93
miRNA-198_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-8.8,6.276,3.312
miRNA-198_3D_Structure_model1_ZINC000000039857_uff_E=352.48,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-8.7,6.373,2.849
miRNA-198_3D_Structure_model1_ZINC000001514644_uff_E=370.52,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000002424934_uff_E=747.58,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-8.7,5.352,2.725
miRNA-198_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-8.7,5.212,1.905
miRNA-198_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-8.7,2.274,1.78
miRNA-198_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.7,5.515,2.182
miRNA-198_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-8.7,6.162,3.14
miRNA-198_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-8.7,6.382,3.327
miRNA-198_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8.7,6.669,3.684
miRNA-198_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.7,2.914,1.104
miRNA-198_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.7,4.396,2.638
miRNA-198_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-8.7,5.779,2.037
miRNA-198_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.7,5.847,2.243
miRNA-198_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.7,7.073,2.587
miRNA-198_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-8.7,6.114,3.17
miRNA-198_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-8.7,2.643,1.434
miRNA-198_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-8.7,5.158,3.074
miRNA-198_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-8.7,6.636,3.345
miRNA-198_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-8.7,5.681,3.959
miRNA-198_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.7,0,0
miRNA-198_3D_Structure_model1_ZINC000000039856_uff_E=351.31,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-8.6,2.631,0.783
miRNA-198_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000002424934_uff_E=747.58,-8.6,2.509,0.089
miRNA-198_3D_Structure_model1_ZINC000002507083_uff_E=899.53,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-8.6,2.901,2.394
miRNA-198_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-8.6,6.437,1.796
miRNA-198_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-8.6,2.62,1.749
miRNA-198_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-8.6,6.054,2.581
miRNA-198_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-8.6,1.672,1.443
miRNA-198_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-8.6,5.812,4.461
miRNA-198_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-8.6,5.216,2.858
miRNA-198_3D_Structure_model1_ZINC000019686380_uff_E=148.85,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000022165605_uff_E=224.87,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000022205650_uff_E=328.95,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.6,5.901,2.188
miRNA-198_3D_Structure_model1_ZINC000036075290_uff_E=362.81,-8.6,5.11,3.785
miRNA-198_3D_Structure_model1_ZINC000036610923_uff_E=380.51,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-8.6,5.408,3.44
miRNA-198_3D_Structure_model1_ZINC000040541970_uff_E=347.04,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-8.6,2.714,2.043
miRNA-198_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-8.6,2.058,1.178
miRNA-198_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-8.6,2.888,2.036
miRNA-198_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.6,7.278,2.207
miRNA-198_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.6,4.233,2.599
miRNA-198_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-8.6,7.35,4.132
miRNA-198_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-8.6,6.455,2.205
miRNA-198_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.6,6.312,2.165
miRNA-198_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.6,9.507,4.524
miRNA-198_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.6,3.513,2.447
miRNA-198_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.6,6.055,2.233
miRNA-198_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-8.6,2.691,1.921
miRNA-198_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.6,5.872,2.817
miRNA-198_3D_Structure_model1_ZINC000524728979_uff_E=420.68,-8.6,0,0
miRNA-198_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-8.5,5.722,2.041
miRNA-198_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000002507083_uff_E=899.53,-8.5,3.507,1.735
miRNA-198_3D_Structure_model1_ZINC000002545176_uff_E=188.54,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000003851493_uff_E=175.13,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000004206968_uff_E=339.67,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-8.5,3.113,2.644
miRNA-198_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000006445426_uff_E=365.88,-8.5,6.295,3.226
miRNA-198_3D_Structure_model1_ZINC000006445426_uff_E=365.88,-8.5,3.022,1.841
miRNA-198_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-8.5,5.94,3.886
miRNA-198_3D_Structure_model1_ZINC000006921736_uff_E=571.71,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000008575829_uff_E=813.95,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000011850592_uff_E=163.33,-8.5,2.721,1.785
miRNA-198_3D_Structure_model1_ZINC000011850592_uff_E=163.33,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-8.5,4.029,3.231
miRNA-198_3D_Structure_model1_ZINC000012396154_uff_E=741.69,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-8.5,5.028,2.306
miRNA-198_3D_Structure_model1_ZINC000020593837_uff_E=521.91,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.5,5.78,1.901
miRNA-198_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-8.5,4.962,3.255
miRNA-198_3D_Structure_model1_ZINC000040543942_uff_E=368.82,-8.5,2.153,0.172
miRNA-198_3D_Structure_model1_ZINC000040543942_uff_E=368.82,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-8.5,6.939,4.436
miRNA-198_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-8.5,3.331,2.132
miRNA-198_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-8.5,6.102,3.725
miRNA-198_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.5,9.015,4.187
miRNA-198_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-8.5,5.534,2.953
miRNA-198_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-8.5,7.291,4.231
miRNA-198_3D_Structure_model1_ZINC000100116292_uff_E=392.73,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000169726327_uff_E=143.32,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.5,3,2.051
miRNA-198_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.5,2.034,1.473
miRNA-198_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.5,5.925,3.563
miRNA-198_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.5,5.663,4.064
miRNA-198_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-8.5,7.001,3.973
miRNA-198_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.5,4.914,1.469
miRNA-198_3D_Structure_model1_ZINC000408518576_uff_E=555.99,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000408518576_uff_E=555.99,-8.5,5.852,2.719
miRNA-198_3D_Structure_model1_ZINC000426415395_uff_E=396.29,-8.5,0,0
miRNA-198_3D_Structure_model1_ZINC000524728979_uff_E=420.68,-8.5,3.733,2.305
miRNA-198_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.5,5.576,2.686
miRNA-198_3D_Structure_model1_ZINC000000039856_uff_E=351.31,-8.4,2.886,1.934
miRNA-198_3D_Structure_model1_ZINC000000039857_uff_E=352.48,-8.4,5.641,2.203
miRNA-198_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-8.4,4.143,3.035
miRNA-198_3D_Structure_model1_ZINC000000967415_uff_E=628.17,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-8.4,5.464,2.161
miRNA-198_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-8.4,6.158,2.821
miRNA-198_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-8.4,2.199,1.32
miRNA-198_3D_Structure_model1_ZINC000001514644_uff_E=370.52,-8.4,5.291,1.429
miRNA-198_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-8.4,5.311,1.732
miRNA-198_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-8.4,3.444,2.483
miRNA-198_3D_Structure_model1_ZINC000002468762_uff_E=326.37,-8.4,2.274,2.015
miRNA-198_3D_Structure_model1_ZINC000002468762_uff_E=326.37,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000002927960_uff_E=213.55,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000003905883_uff_E=390.77,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-8.4,2.774,2.086
miRNA-198_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-8.4,2.647,2.134
miRNA-198_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-8.4,2.235,1.581
miRNA-198_3D_Structure_model1_ZINC000004992763_uff_E=371.51,-8.4,2.505,1.172
miRNA-198_3D_Structure_model1_ZINC000004992763_uff_E=371.51,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000006445426_uff_E=365.88,-8.4,2.564,1.638
miRNA-198_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8.4,6.948,5.134
miRNA-198_3D_Structure_model1_ZINC000011850592_uff_E=163.33,-8.4,6.427,3.637
miRNA-198_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-8.4,2.623,1.963
miRNA-198_3D_Structure_model1_ZINC000013470885_uff_E=336.76,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-8.4,7.891,4.888
miRNA-198_3D_Structure_model1_ZINC000017083504_uff_E=182.89,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000019845269_uff_E=178.79,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000026420176_uff_E=137.60,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000032918143_uff_E=786.14,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000035408852_uff_E=100.55,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000040541970_uff_E=347.04,-8.4,3.97,2.755
miRNA-198_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-8.4,2.615,1.963
miRNA-198_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-8.4,6.498,3.911
miRNA-198_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-8.4,6.341,3.891
miRNA-198_3D_Structure_model1_ZINC000065406900_uff_E=553.74,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-8.4,6.758,3.768
miRNA-198_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-8.4,6.838,2.267
miRNA-198_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.4,4.35,2.685
miRNA-198_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8.4,5.704,3.727
miRNA-198_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8.4,2.01,1.786
miRNA-198_3D_Structure_model1_ZINC000075153165_uff_E=317.36,-8.4,3.964,3.119
miRNA-198_3D_Structure_model1_ZINC000075153165_uff_E=317.36,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-8.4,2.849,2.183
miRNA-198_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.4,4.819,3.924
miRNA-198_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.4,4.184,2.842
miRNA-198_3D_Structure_model1_ZINC000100116292_uff_E=392.73,-8.4,2.204,1.6
miRNA-198_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.4,6.349,3.033
miRNA-198_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.4,6.878,2.858
miRNA-198_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.4,6.359,2.015
miRNA-198_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-8.4,3.365,2.352
miRNA-198_3D_Structure_model1_ZINC000236766910_uff_E=153.23,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000252452703_uff_E=92.96,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000262219237_uff_E=1507.91,-8.4,0,0
miRNA-198_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-8.4,5.479,3.912
miRNA-198_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-8.4,1.919,1.705
miRNA-198_3D_Structure_model1_ZINC000524728979_uff_E=420.68,-8.4,5.946,3.567
miRNA-198_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.4,2.796,2.081
miRNA-198_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.4,6.086,4.096
miRNA-198_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.4,6.058,4.276
miRNA-198_3D_Structure_model1_ZINC000000039856_uff_E=351.31,-8.3,5.265,2.2
miRNA-198_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-8.3,5.442,4.252
miRNA-198_3D_Structure_model1_ZINC000000407746_uff_E=238.74,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000000967415_uff_E=628.17,-8.3,2.126,1.607
miRNA-198_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-8.3,4.343,3.051
miRNA-198_3D_Structure_model1_ZINC000002424934_uff_E=747.58,-8.3,5.238,2.177
miRNA-198_3D_Structure_model1_ZINC000002424934_uff_E=747.58,-8.3,5.094,2.242
miRNA-198_3D_Structure_model1_ZINC000002468762_uff_E=326.37,-8.3,5.536,1.612
miRNA-198_3D_Structure_model1_ZINC000002768361_uff_E=364.41,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000003905883_uff_E=390.77,-8.3,4.384,1.95
miRNA-198_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-8.3,5.913,4.092
miRNA-198_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-8.3,4.35,3.389
miRNA-198_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-8.3,5.818,2.648
miRNA-198_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-8.3,2.163,1.5
miRNA-198_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-8.3,4.144,2.318
miRNA-198_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-8.3,5.561,2.27
miRNA-198_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-8.3,3.623,2.28
miRNA-198_3D_Structure_model1_ZINC000004992763_uff_E=371.51,-8.3,2.136,1.754
miRNA-198_3D_Structure_model1_ZINC000005133422_uff_E=343.08,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-8.3,6.536,3.115
miRNA-198_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-8.3,4.186,2.737
miRNA-198_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-8.3,8.261,5.623
miRNA-198_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-8.3,8.182,5.505
miRNA-198_3D_Structure_model1_ZINC000006445419_uff_E=359.02,-8.3,4.464,2.832
miRNA-198_3D_Structure_model1_ZINC000006445419_uff_E=359.02,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8.3,7.082,4.963
miRNA-198_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8.3,6.017,3.063
miRNA-198_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8.3,5.523,3.116
miRNA-198_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8.3,3.145,2.41
miRNA-198_3D_Structure_model1_ZINC000006921736_uff_E=571.71,-8.3,2.574,2.049
miRNA-198_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-8.3,6.718,2.53
miRNA-198_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-8.3,2.619,1.946
miRNA-198_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-8.3,7.041,2.271
miRNA-198_3D_Structure_model1_ZINC000019280333_uff_E=781.24,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000019686380_uff_E=148.85,-8.3,5.114,3.522
miRNA-198_3D_Structure_model1_ZINC000020593837_uff_E=521.91,-8.3,2.532,2.128
miRNA-198_3D_Structure_model1_ZINC000020593837_uff_E=521.91,-8.3,2.154,1.894
miRNA-198_3D_Structure_model1_ZINC000034462800_uff_E=615.45,-8.3,2.195,0.586
miRNA-198_3D_Structure_model1_ZINC000034462800_uff_E=615.45,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000034552395_uff_E=335.26,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000036896411_uff_E=201.34,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000037436480_uff_E=213.48,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000037516594_uff_E=1357.70,-8.3,0,0
miRNA-198_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-8.3,4.68,3.857
miRNA-198_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-8.3,4.679,3.302
miRNA-198_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-8.3,2.745,1.906
