Ligand,Binding Affinity,rmsd/ub, rmsd/lb
miRNA-1249_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.7,6.247,1.352
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.7,0,0
miRNA-1249_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.7,8.522,5.435
miRNA-1249_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.7,8.166,5.277
miRNA-1249_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.7,0,0
miRNA-1249_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.7,29.277,26.397
miRNA-1249_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.7,0,0
miRNA-1249_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.7,21.403,20.318
miRNA-1249_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.7,0,0
miRNA-1249_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.7,2.263,1.169
miRNA-1249_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-7.6,2.763,2.064
miRNA-1249_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.6,19.135,17.272
miRNA-1249_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.6,4.04,2.886
miRNA-1249_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.6,16.454,13.983
miRNA-1249_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.6,32.404,30.835
miRNA-1249_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.6,9.257,7.095
miRNA-1249_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.6,30.361,28.01
miRNA-1249_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.6,16.12,13.754
miRNA-1249_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.6,5.913,3.252
miRNA-1249_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.6,48.85,47.225
miRNA-1249_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.6,11.001,9.062
miRNA-1249_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.6,47.908,46.547
miRNA-1249_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.6,17.433,15.876
miRNA-1249_3D_Structure_model1_ZINC000006769861_uff_E=378.03,-7.6,4.785,1.936
miRNA-1249_3D_Structure_model1_ZINC000008754385_uff_E=154.41,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000014001469_uff_E=308.66,-7.6,4.29,2.568
miRNA-1249_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.6,22.926,20.503
miRNA-1249_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.6,19.279,16.598
miRNA-1249_3D_Structure_model1_ZINC000032627937_uff_E=735.28,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000096113659_uff_E=327.17,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.6,16.76,13.203
miRNA-1249_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.6,13.144,10.899
miRNA-1249_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.6,17.05,14.324
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.6,53.365,50.505
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.6,39.189,35.865
miRNA-1249_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.6,3.468,2.355
miRNA-1249_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.6,0,0
miRNA-1249_3D_Structure_model1_ZINC000000039857_uff_E=352.48,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.5,7.052,1.932
miRNA-1249_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.5,2.548,1.895
miRNA-1249_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.5,18.897,16.524
miRNA-1249_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.5,18.982,16.424
miRNA-1249_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.5,50.379,47.152
miRNA-1249_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.5,4.488,2.154
miRNA-1249_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.5,4.779,2.289
miRNA-1249_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.5,3.994,1.78
miRNA-1249_3D_Structure_model1_ZINC000004206968_uff_E=339.67,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.5,47.975,45.698
miRNA-1249_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.5,32.371,30.741
miRNA-1249_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.5,20.392,18.79
miRNA-1249_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.5,2.89,1.716
miRNA-1249_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.5,2.292,1.807
miRNA-1249_3D_Structure_model1_ZINC000008754431_uff_E=154.93,-7.5,4.847,2.794
miRNA-1249_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7.5,5.351,1.651
miRNA-1249_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.5,49.814,47.394
miRNA-1249_3D_Structure_model1_ZINC000014001469_uff_E=308.66,-7.5,4.515,3.142
miRNA-1249_3D_Structure_model1_ZINC000019280333_uff_E=781.24,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.5,4.329,2.567
miRNA-1249_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7.5,48.759,46.622
miRNA-1249_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.5,19.577,18.169
miRNA-1249_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.5,3.211,1.765
miRNA-1249_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.5,14.98,12.733
miRNA-1249_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.5,42.784,40.268
miRNA-1249_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.5,38.081,36.227
miRNA-1249_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.5,16.34,14.774
miRNA-1249_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.5,22.091,20.234
miRNA-1249_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000084614927_uff_E=322.84,-7.5,3.045,1.766
miRNA-1249_3D_Structure_model1_ZINC000096113659_uff_E=327.17,-7.5,5.35,3.565
miRNA-1249_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.5,4.124,2.857
miRNA-1249_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.5,34.478,32.382
miRNA-1249_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.5,18.34,15.913
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.5,38.448,35.839
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.5,18.218,14.56
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.5,54.359,52.49
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.5,23.308,20.043
miRNA-1249_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.5,16.28,13.458
miRNA-1249_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.5,49.2,46.862
miRNA-1249_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.5,16.177,14.012
miRNA-1249_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.5,0,0
miRNA-1249_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.5,16.979,14.259
miRNA-1249_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.5,23.446,20.964
miRNA-1249_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.5,12.677,10.386
miRNA-1249_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.4,3.606,2.047
miRNA-1249_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.4,33.817,31.227
miRNA-1249_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.4,18.961,16.819
miRNA-1249_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-7.4,33.531,31.6
miRNA-1249_3D_Structure_model1_ZINC000000967414_uff_E=584.05,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-7.4,6.135,2.643
miRNA-1249_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-7.4,2.754,0.964
miRNA-1249_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.4,16.323,14.568
miRNA-1249_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.4,32.268,28.918
miRNA-1249_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.4,32.242,29.915
miRNA-1249_3D_Structure_model1_ZINC000002927960_uff_E=213.55,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.4,2.144,1.594
miRNA-1249_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.4,54.82,52.839
miRNA-1249_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.4,48.58,46.191
miRNA-1249_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.4,26.666,25.621
miRNA-1249_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.4,5.634,3.513
miRNA-1249_3D_Structure_model1_ZINC000010336533_uff_E=393.61,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000012396154_uff_E=741.69,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7.4,3.313,1.682
miRNA-1249_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.4,3.013,1.679
miRNA-1249_3D_Structure_model1_ZINC000032627937_uff_E=735.28,-7.4,33.689,32.322
miRNA-1249_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.4,35.557,34.625
miRNA-1249_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.4,34.933,32.732
miRNA-1249_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.4,4.153,2.91
miRNA-1249_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.4,12.616,10.455
miRNA-1249_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-7.4,4.613,2.159
miRNA-1249_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-7.4,2.492,1.049
miRNA-1249_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.4,18.779,17.078
miRNA-1249_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.4,15.133,12.402
miRNA-1249_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000084614927_uff_E=322.84,-7.4,5.258,1.491
miRNA-1249_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.4,37.713,34.2
miRNA-1249_3D_Structure_model1_ZINC000143939187_uff_E=145.87,-7.4,4.408,2.74
miRNA-1249_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.4,25.105,21.933
miRNA-1249_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.4,23.19,20.031
miRNA-1249_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.4,46.226,44.153
miRNA-1249_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.4,4.237,3.233
miRNA-1249_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.4,4.344,2.82
miRNA-1249_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.4,15.39,13.456
miRNA-1249_3D_Structure_model1_ZINC000263618848_uff_E=343.03,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.4,39.925,36.83
miRNA-1249_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-7.4,0,0
miRNA-1249_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-7.3,34.449,32.55
miRNA-1249_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.3,34.237,32.415
miRNA-1249_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.3,6.718,5.357
miRNA-1249_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.3,48.412,46.812
miRNA-1249_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.3,37.904,35.411
miRNA-1249_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.3,48.284,46.979
miRNA-1249_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.3,4.567,1.923
miRNA-1249_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.3,3.98,2.478
miRNA-1249_3D_Structure_model1_ZINC000001762468_uff_E=196.94,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000001926621_uff_E=196.26,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000001926621_uff_E=196.26,-7.3,50.923,47.857
miRNA-1249_3D_Structure_model1_ZINC000002765676_uff_E=442.44,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000003852619_uff_E=398.80,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000004125109_uff_E=865.33,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.3,31.45,29.475
miRNA-1249_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.3,59,56.703
miRNA-1249_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.3,46.575,44.237
miRNA-1249_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.3,3.285,2.18
miRNA-1249_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.3,47.118,45.412
miRNA-1249_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.3,54.722,53.246
miRNA-1249_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.3,54.894,53.162
miRNA-1249_3D_Structure_model1_ZINC000005783286_uff_E=329.45,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000005783286_uff_E=329.45,-7.3,3.605,2.75
miRNA-1249_3D_Structure_model1_ZINC000006769861_uff_E=378.03,-7.3,4.396,1.752
miRNA-1249_3D_Structure_model1_ZINC000008575829_uff_E=813.95,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000008609359_uff_E=208.91,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-7.3,49.676,45.865
miRNA-1249_3D_Structure_model1_ZINC000010336533_uff_E=393.61,-7.3,5.753,3.917
miRNA-1249_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7.3,51.59,49.002
miRNA-1249_3D_Structure_model1_ZINC000014001469_uff_E=308.66,-7.3,2.032,1.718
miRNA-1249_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-7.3,23.974,23.025
miRNA-1249_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-7.3,17.825,16.463
miRNA-1249_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-7.3,7.817,6.224
miRNA-1249_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7.3,18.039,14.872
miRNA-1249_3D_Structure_model1_ZINC000015221730_uff_E=687.94,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-7.3,17.164,16.301
miRNA-1249_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7.3,5.808,1.747
miRNA-1249_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7.3,52.374,49.881
miRNA-1249_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7.3,4.662,1.941
miRNA-1249_3D_Structure_model1_ZINC000019845269_uff_E=178.79,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7.3,4.746,2.92
miRNA-1249_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7.3,3.403,2.569
miRNA-1249_3D_Structure_model1_ZINC000032627188_uff_E=389.56,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000032627188_uff_E=389.56,-7.3,4.016,2.893
miRNA-1249_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.3,4.991,3.154
miRNA-1249_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.3,50.51,49.306
miRNA-1249_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.3,33.89,31.914
miRNA-1249_3D_Structure_model1_ZINC000036896411_uff_E=201.34,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.3,15.514,13.01
miRNA-1249_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.3,18.001,15.807
miRNA-1249_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.3,14.466,12.524
miRNA-1249_3D_Structure_model1_ZINC000057218498_uff_E=358.68,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.3,17.535,14.775
miRNA-1249_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.3,49.407,47.213
miRNA-1249_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-7.3,17.291,15.568
miRNA-1249_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.3,20.175,17.623
miRNA-1249_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.3,6.285,2.43
miRNA-1249_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-7.3,4.184,2.983
miRNA-1249_3D_Structure_model1_ZINC000072416565_uff_E=279.39,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.3,19.329,17.262
miRNA-1249_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.3,5.264,2.863
miRNA-1249_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.3,31.485,28.154
miRNA-1249_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.3,19.807,17.02
miRNA-1249_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.3,31.292,29.266
miRNA-1249_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.3,32.666,29.269
miRNA-1249_3D_Structure_model1_ZINC000095251536_uff_E=376.95,-7.3,0,0
miRNA-1249_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-7.3,0,0
