Ligand,Binding Affinity,rmsd/ub, rmsd/lb
miRNA-126_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.5,5.74,3.398
miRNA-126_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.5,54.75,53.321
miRNA-126_3D_Structure_model1_ZINC000019428411_uff_E=410.70,-7.5,0,0
miRNA-126_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.5,53.994,52.563
miRNA-126_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.5,4.379,2.975
miRNA-126_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.5,7.523,4.081
miRNA-126_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.5,51.485,49.625
miRNA-126_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.4,2.118,1.469
miRNA-126_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.4,5.959,2.446
miRNA-126_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.4,6.142,2.999
miRNA-126_3D_Structure_model1_ZINC000004029862_uff_E=891.25,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.4,39.114,37.633
miRNA-126_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.4,37.724,35.765
miRNA-126_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.4,56.785,54.888
miRNA-126_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.4,80.547,79.454
miRNA-126_3D_Structure_model1_ZINC000032627937_uff_E=735.28,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.4,12.644,11.207
miRNA-126_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.4,54.992,52.403
miRNA-126_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.4,50.128,48.13
miRNA-126_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.4,55.813,53.473
miRNA-126_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.4,52.328,50.48
miRNA-126_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.4,51.515,49.713
miRNA-126_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.4,5.464,3.36
miRNA-126_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.4,5.822,2.824
miRNA-126_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.4,21.31,19.095
miRNA-126_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.4,0,0
miRNA-126_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.3,5.643,2.487
miRNA-126_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.3,56.799,53.746
miRNA-126_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.3,2.956,1.496
miRNA-126_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.3,56.241,54.596
miRNA-126_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.3,2.92,1.899
miRNA-126_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.3,6.326,4.784
miRNA-126_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.3,11.235,9.981
miRNA-126_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.3,55.308,54.194
miRNA-126_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.3,36.616,35.177
miRNA-126_3D_Structure_model1_ZINC000011850592_uff_E=163.33,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000013470885_uff_E=336.76,-7.3,52.887,51.516
miRNA-126_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7.3,13.572,11.788
miRNA-126_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.3,10.451,8.084
miRNA-126_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.3,5.345,2.534
miRNA-126_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.3,59.117,55.845
miRNA-126_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.3,13.53,12.541
miRNA-126_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.3,24.704,21.822
miRNA-126_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.3,26.066,22.926
miRNA-126_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.3,3.648,2.681
miRNA-126_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.3,12.115,11.284
miRNA-126_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.3,6.652,2.971
miRNA-126_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.3,4.74,3.033
miRNA-126_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.3,32.436,30.118
miRNA-126_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.3,57.378,55.059
miRNA-126_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.3,16.583,14.665
miRNA-126_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.3,55.643,53.779
miRNA-126_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.3,0,0
miRNA-126_3D_Structure_model1_ZINC000000039856_uff_E=351.31,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-7.2,2.612,0.197
miRNA-126_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-7.2,5.151,2.157
miRNA-126_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.2,69.628,68.592
miRNA-126_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.2,4.799,2.565
miRNA-126_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.2,5.462,2.475
miRNA-126_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.2,68.202,66.536
miRNA-126_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.2,54.263,52.471
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.2,38.739,36.794
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.2,23.638,19.997
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.2,19.97,17.823
miRNA-126_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.2,37.38,35.29
miRNA-126_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.2,21.8,19.26
miRNA-126_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.2,51.684,49.413
miRNA-126_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.2,53.471,52.373
miRNA-126_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.2,2.76,2.135
miRNA-126_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.2,5.302,3.957
miRNA-126_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.2,57.828,56.456
miRNA-126_3D_Structure_model1_ZINC000012944238_uff_E=178.51,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000022165605_uff_E=224.87,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000037437715_uff_E=262.10,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.2,2.208,2.036
miRNA-126_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.2,55.403,54
miRNA-126_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.2,6.365,3.954
miRNA-126_3D_Structure_model1_ZINC000057218498_uff_E=358.68,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.2,56.592,54.24
miRNA-126_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-7.2,5.079,3.679
miRNA-126_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.2,0,0
miRNA-126_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.2,4.578,3.016
miRNA-126_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.2,25.389,22.571
miRNA-126_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.2,38.311,36.16
miRNA-126_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.2,5.68,2.462
miRNA-126_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.2,56.091,53.67
miRNA-126_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.2,4.051,2.575
miRNA-126_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.2,56.631,54.627
miRNA-126_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.2,21.572,19.56
miRNA-126_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.2,6.456,2.354
miRNA-126_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.2,54.295,52.163
miRNA-126_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.2,12.377,11.517
miRNA-126_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.2,52.238,49.993
miRNA-126_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.2,22.329,20.418
miRNA-126_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-7.2,6.778,3.943
miRNA-126_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.2,63.256,61.292
miRNA-126_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.2,17,15.146
miRNA-126_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.2,53.914,52.055
miRNA-126_3D_Structure_model1_ZINC000000039856_uff_E=351.31,-7.1,80.412,78.907
miRNA-126_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.1,24.835,20.276
miRNA-126_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.1,23.503,19.04
miRNA-126_3D_Structure_model1_ZINC000000203988_uff_E=337.31,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.1,53.038,51.419
miRNA-126_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.1,3.232,2.558
miRNA-126_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.1,57.027,54.02
miRNA-126_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.1,36.254,33.218
miRNA-126_3D_Structure_model1_ZINC000001926623_uff_E=217.12,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000001926623_uff_E=217.12,-7.1,54.295,51.701
miRNA-126_3D_Structure_model1_ZINC000002097573_uff_E=265.54,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-7.1,36.003,32.872
miRNA-126_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-7.1,13.679,10.629
miRNA-126_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.1,5.29,2.898
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.1,18.908,17.564
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.1,27.102,25.297
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.1,11.522,10.624
miRNA-126_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.1,7.401,3.609
miRNA-126_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.1,7.578,5.014
miRNA-126_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.1,40.458,38.211
miRNA-126_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.1,49.342,47.176
miRNA-126_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.1,54.577,51.678
miRNA-126_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.1,11.934,11.285
miRNA-126_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.1,2.491,1.92
miRNA-126_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.1,54.706,53.271
miRNA-126_3D_Structure_model1_ZINC000005783286_uff_E=329.45,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.1,31.655,30.626
miRNA-126_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.1,57.992,56.592
miRNA-126_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.1,54.448,53.387
miRNA-126_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.1,85.27,83.903
miRNA-126_3D_Structure_model1_ZINC000006769861_uff_E=378.03,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000008609359_uff_E=208.91,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000012396971_uff_E=357.93,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000012396971_uff_E=357.93,-7.1,13.992,9.953
miRNA-126_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000012944238_uff_E=178.51,-7.1,6.038,2.684
miRNA-126_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.1,5.562,2.645
miRNA-126_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.1,57.087,54.879
miRNA-126_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7.1,2.723,2.369
miRNA-126_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7.1,68.251,66.835
miRNA-126_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.1,3.041,1.8
miRNA-126_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.1,5.663,2.874
miRNA-126_3D_Structure_model1_ZINC000032625209_uff_E=160.66,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.1,51.157,49.933
miRNA-126_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.1,5.609,2.691
miRNA-126_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.1,4.165,3.259
miRNA-126_3D_Structure_model1_ZINC000040541970_uff_E=347.04,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000040543942_uff_E=368.82,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000040543942_uff_E=368.82,-7.1,2.151,0.153
miRNA-126_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.1,55.388,54.016
miRNA-126_3D_Structure_model1_ZINC000062831623_uff_E=444.37,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.1,10.898,8.904
miRNA-126_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.1,34.846,32.711
miRNA-126_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-7.1,4.034,2.309
miRNA-126_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.1,18.432,14.89
miRNA-126_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.1,3.925,2.916
miRNA-126_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.1,37.905,35.642
miRNA-126_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.1,12.595,11.194
miRNA-126_3D_Structure_model1_ZINC000071773858_uff_E=145.00,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.1,6.672,4.068
miRNA-126_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.1,51.152,48.548
miRNA-126_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.1,7.008,3.99
miRNA-126_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.1,82.434,80.447
miRNA-126_3D_Structure_model1_ZINC000100116292_uff_E=392.73,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.1,47.34,44.672
miRNA-126_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.1,45.369,42.828
miRNA-126_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.1,36.289,33.067
miRNA-126_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.1,78.791,76.276
miRNA-126_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.1,53.087,51.272
miRNA-126_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.1,2.874,2.149
miRNA-126_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.1,6.13,2.616
miRNA-126_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.1,56.347,54.055
miRNA-126_3D_Structure_model1_ZINC000252452703_uff_E=92.96,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-7.1,56.066,53.603
miRNA-126_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-7.1,7.175,3.594
miRNA-126_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.1,57.432,54.529
miRNA-126_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.1,40.031,36.952
miRNA-126_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.1,39.709,37.657
miRNA-126_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.1,5.114,2.74
miRNA-126_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.1,4.486,3.379
miRNA-126_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.1,57.587,55.229
miRNA-126_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.1,6.056,4.003
miRNA-126_3D_Structure_model1_ZINC000426415395_uff_E=396.29,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-7.1,0,0
miRNA-126_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7,2.965,2.623
miRNA-126_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7,56.867,54.861
miRNA-126_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-7,4.511,2.952
miRNA-126_3D_Structure_model1_ZINC000000967415_uff_E=628.17,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000000967415_uff_E=628.17,-7,54.262,52.91
miRNA-126_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-7,5.72,2.151
miRNA-126_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7,56.654,55.276
miRNA-126_3D_Structure_model1_ZINC000001762468_uff_E=196.94,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000002097573_uff_E=265.54,-7,86.469,85.071
miRNA-126_3D_Structure_model1_ZINC000002507083_uff_E=899.53,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7,4.482,2.714
miRNA-126_3D_Structure_model1_ZINC000003798622_uff_E=541.96,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000004029864_uff_E=349.89,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7,55.379,53.496
miRNA-126_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7,54.539,52.591
miRNA-126_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7,55.448,53.751
miRNA-126_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7,53.264,51.062
miRNA-126_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7,28.811,27.09
miRNA-126_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7,54.876,53.273
miRNA-126_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7,3.124,2.432
miRNA-126_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7,57.883,56.296
miRNA-126_3D_Structure_model1_ZINC000006445426_uff_E=365.88,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-7,22.57,19.175
miRNA-126_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-7,47.296,43.675
miRNA-126_3D_Structure_model1_ZINC000011850592_uff_E=163.33,-7,54.513,52.8
miRNA-126_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7,1.717,1.343
miRNA-126_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7,5.094,2.029
miRNA-126_3D_Structure_model1_ZINC000014001469_uff_E=308.66,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-7,57.151,55.305
miRNA-126_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7,69.473,68.467
miRNA-126_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7,45.132,44.189
miRNA-126_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7,1.359,1.081
miRNA-126_3D_Structure_model1_ZINC000020593837_uff_E=521.91,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7,56.124,54.663
miRNA-126_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-7,56.084,54.653
miRNA-126_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7,30.582,28.516
miRNA-126_3D_Structure_model1_ZINC000032627937_uff_E=735.28,-7,54.103,53.008
miRNA-126_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7,20.069,18.858
miRNA-126_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7,6.842,5.005
miRNA-126_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7,17.422,15.816
miRNA-126_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7,51.33,50.13
miRNA-126_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7,11.141,9.615
miRNA-126_3D_Structure_model1_ZINC000036896411_uff_E=201.34,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000036896411_uff_E=201.34,-7,6.233,2.275
miRNA-126_3D_Structure_model1_ZINC000037437722_uff_E=257.41,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000039438675_uff_E=105.30,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7,54.482,53.624
miRNA-126_3D_Structure_model1_ZINC000040267270_uff_E=922.23,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000040267270_uff_E=922.23,-7,5.55,2.484
miRNA-126_3D_Structure_model1_ZINC000050959659_uff_E=219.97,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000057352386_uff_E=360.19,-7,0,0
miRNA-126_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7,55.533,53.853
miRNA-126_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-7,55.78,54.351
miRNA-126_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-7,56.548,54.111
