Ligand,Binding Affinity,rmsd/ub, rmsd/lb
miRNA-296_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8,9.598,6.903
miRNA-296_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8,0,0
miRNA-296_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-8,0,0
miRNA-296_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-8,2.279,1.591
miRNA-296_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8,27.565,25.405
miRNA-296_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8,7.904,3.746
miRNA-296_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8,6.753,2.665
miRNA-296_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-8,0,0
miRNA-296_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-8,1.148,0.101
miRNA-296_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-8,5.389,3.794
miRNA-296_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8,0,0
miRNA-296_3D_Structure_model1_ZINC000000039857_uff_E=352.48,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.9,2.793,2.345
miRNA-296_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.9,8.233,4.898
miRNA-296_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.9,6.204,4.377
miRNA-296_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.9,4.029,2.014
miRNA-296_3D_Structure_model1_ZINC000003851493_uff_E=175.13,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.9,3.923,2.736
miRNA-296_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.9,12.533,10.755
miRNA-296_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.9,11.527,10.552
miRNA-296_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.9,8.686,5.942
miRNA-296_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.9,7.097,4.729
miRNA-296_3D_Structure_model1_ZINC000006769861_uff_E=378.03,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000011919417_uff_E=198.02,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.9,12.229,9.941
miRNA-296_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000062913628_uff_E=432.35,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.9,7.353,4.828
miRNA-296_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.9,6.124,3.41
miRNA-296_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.9,6.919,4.064
miRNA-296_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.9,8.976,5.27
miRNA-296_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.9,4.286,3.009
miRNA-296_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.9,8.283,6.072
miRNA-296_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.9,4.537,2.95
miRNA-296_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.9,8.567,4.442
miRNA-296_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.9,2.937,2.07
miRNA-296_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.9,27.992,26.893
miRNA-296_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-7.9,0,0
miRNA-296_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.8,8.956,4.558
miRNA-296_3D_Structure_model1_ZINC000000967414_uff_E=584.05,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.8,11.08,8.763
miRNA-296_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.8,26.879,25.914
miRNA-296_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.8,25.147,24.109
miRNA-296_3D_Structure_model1_ZINC000003851493_uff_E=175.13,-7.8,26.599,25.021
miRNA-296_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.8,2.885,2.367
miRNA-296_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.8,10.788,7.307
miRNA-296_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.8,13.212,12.318
miRNA-296_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.8,33.539,32.736
miRNA-296_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.8,6.387,3.275
miRNA-296_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.8,10.682,9.209
miRNA-296_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.8,5.603,2.338
miRNA-296_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.8,2.722,1.654
miRNA-296_3D_Structure_model1_ZINC000014001469_uff_E=308.66,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-7.8,31.88,29.982
miRNA-296_3D_Structure_model1_ZINC000017083504_uff_E=182.89,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000019229980_uff_E=596.62,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000019944008_uff_E=331.97,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.8,14.59,11.698
miRNA-296_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000040541970_uff_E=347.04,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000057218498_uff_E=358.68,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.8,25.117,23.52
miRNA-296_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.8,11.686,10.447
miRNA-296_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.8,12.846,11.645
miRNA-296_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.8,2.341,1.252
miRNA-296_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.8,12.868,10.097
miRNA-296_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.8,26.329,25.144
miRNA-296_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.8,25.259,24.065
miRNA-296_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.8,2.301,1.921
miRNA-296_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.8,16.223,13.205
miRNA-296_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-7.8,3,0.801
miRNA-296_3D_Structure_model1_ZINC000096345933_uff_E=206.03,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.8,12.735,9.08
miRNA-296_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.8,3.909,2.734
miRNA-296_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.8,7.925,3.294
miRNA-296_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.8,2.44,1.875
miRNA-296_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.8,27.832,26.484
miRNA-296_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.8,6.493,4.345
miRNA-296_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.8,6.685,2.367
miRNA-296_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.8,0,0
miRNA-296_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.8,8.636,6.182
miRNA-296_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.8,5.571,3.6
miRNA-296_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.8,10.938,9.094
miRNA-296_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.8,26.555,24.519
miRNA-296_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.8,5.185,2.364
miRNA-296_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.8,26.77,25.419
miRNA-296_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.7,19.414,17.049
miRNA-296_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-7.7,34.153,32.371
miRNA-296_3D_Structure_model1_ZINC000002768361_uff_E=364.41,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000002768361_uff_E=364.41,-7.7,2.225,0.089
miRNA-296_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.7,25.425,24.257
miRNA-296_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.7,4.307,2.489
miRNA-296_3D_Structure_model1_ZINC000004671365_uff_E=935.16,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.7,28.747,27.01
miRNA-296_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.7,15.08,12.612
miRNA-296_3D_Structure_model1_ZINC000006445426_uff_E=365.88,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000006445426_uff_E=365.88,-7.7,28.641,26.457
miRNA-296_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.7,12.414,9.905
miRNA-296_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.7,6.856,5.347
miRNA-296_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.7,10.931,9.21
miRNA-296_3D_Structure_model1_ZINC000008754385_uff_E=154.41,-7.7,2.873,1.833
miRNA-296_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.7,11.511,9.436
miRNA-296_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000015221730_uff_E=687.94,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.7,3.234,2.397
miRNA-296_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-7.7,11.736,8.546
miRNA-296_3D_Structure_model1_ZINC000034120624_uff_E=206.67,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.7,11.633,9.156
miRNA-296_3D_Structure_model1_ZINC000050213593_uff_E=529.33,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.7,2.127,1.591
miRNA-296_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-7.7,35.822,34.386
miRNA-296_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-7.7,8.865,6.111
miRNA-296_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.7,6.426,3.085
miRNA-296_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.7,14.818,12.427
miRNA-296_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.7,5.688,2.725
miRNA-296_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.7,2.165,1.712
miRNA-296_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.7,11.009,7.978
miRNA-296_3D_Structure_model1_ZINC000090275528_uff_E=121.13,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000096345933_uff_E=206.03,-7.7,3.046,2.195
miRNA-296_3D_Structure_model1_ZINC000096345933_uff_E=206.03,-7.7,4.942,2.161
miRNA-296_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.7,41.022,39.909
miRNA-296_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.7,6.963,2.594
miRNA-296_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.7,15.966,12.515
miRNA-296_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.7,24.712,22.123
miRNA-296_3D_Structure_model1_ZINC000103016242_uff_E=330.76,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.7,3.14,2.284
miRNA-296_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.7,14.253,10.667
miRNA-296_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000250556820_uff_E=1409.90,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.7,6.666,3.181
miRNA-296_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.7,10.734,5.584
miRNA-296_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.7,33.332,31.231
miRNA-296_3D_Structure_model1_ZINC000262973870_uff_E=405.43,-7.7,0,0
miRNA-296_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.7,2.168,1.761
miRNA-296_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.7,32.72,31.26
miRNA-296_3D_Structure_model1_ZINC000000039857_uff_E=352.48,-7.6,14.358,11.795
miRNA-296_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.6,5.217,3.455
miRNA-296_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.6,14.503,11.911
miRNA-296_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.6,2.466,1.783
miRNA-296_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.6,7.774,5.427
miRNA-296_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.6,13.86,11.46
miRNA-296_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.6,8.571,5.049
miRNA-296_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-7.6,36.242,34.329
miRNA-296_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.6,3.975,2.928
miRNA-296_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-7.6,1.295,1.215
miRNA-296_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.6,37.145,35.151
miRNA-296_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.6,9.348,7.132
miRNA-296_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.6,12.17,8.716
miRNA-296_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.6,15.45,12.657
miRNA-296_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-7.6,2.991,2.388
miRNA-296_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.6,25.343,24.448
miRNA-296_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.6,25.825,25.079
miRNA-296_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.6,14.026,11.44
miRNA-296_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.6,27.968,27.124
miRNA-296_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.6,16.327,14.592
miRNA-296_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.6,5.122,1.243
miRNA-296_3D_Structure_model1_ZINC000005613886_uff_E=514.20,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.6,12.953,10.028
miRNA-296_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.6,13.741,11.908
miRNA-296_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7.6,2.772,2.211
miRNA-296_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7.6,3.256,1.741
miRNA-296_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.6,14.165,11.039
miRNA-296_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.6,5.136,2.521
miRNA-296_3D_Structure_model1_ZINC000014001469_uff_E=308.66,-7.6,4.281,2.541
miRNA-296_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7.6,3.292,2.712
miRNA-296_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7.6,3.057,2.309
miRNA-296_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.6,26.411,24.84
miRNA-296_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.6,2.919,1.435
miRNA-296_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.6,53.997,52.513
miRNA-296_3D_Structure_model1_ZINC000022165608_uff_E=320.77,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000032625209_uff_E=160.66,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.6,24.75,22.024
miRNA-296_3D_Structure_model1_ZINC000039438676_uff_E=104.57,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.6,14.545,11.873
miRNA-296_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.6,23.928,22.193
miRNA-296_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.6,14.805,13.755
miRNA-296_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.6,6.872,3.444
miRNA-296_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.6,14.695,11.919
miRNA-296_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.6,8.855,4.694
miRNA-296_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.6,6.462,2.479
miRNA-296_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.6,13.2,10.305
miRNA-296_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-7.6,15.821,13.256
miRNA-296_3D_Structure_model1_ZINC000087208386_uff_E=263.77,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000096118974_uff_E=553.77,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000100116292_uff_E=392.73,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000100431401_uff_E=297.51,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.6,6.326,1.655
miRNA-296_3D_Structure_model1_ZINC000169726327_uff_E=143.32,-7.6,0,0
miRNA-296_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.6,10.662,8.108
miRNA-296_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.6,5.605,3.795
miRNA-296_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.6,9.366,6.353
miRNA-296_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.6,14.305,11.415
miRNA-296_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.6,11.839,8.688
miRNA-296_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.6,11.641,7.798
miRNA-296_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.6,55.51,54.445
miRNA-296_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.6,25.302,24.325
miRNA-296_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.6,37.043,36.043
miRNA-296_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.6,2.473,2.072
miRNA-296_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.6,3.281,2.362
miRNA-296_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.6,16.261,13.188
miRNA-296_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.6,43.318,42.161
miRNA-296_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.6,16.983,14.367
miRNA-296_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.6,25.684,23.759
miRNA-296_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.6,16.018,14.999
miRNA-296_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.6,31.534,30.284
miRNA-296_3D_Structure_model1_ZINC000408518576_uff_E=555.99,-7.6,0,0
