Ligand,Binding Affinity,rmsd/ub, rmsd/lb
miRNA-203_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-8.3,2.226,1.704
miRNA-203_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.3,6.58,5.163
miRNA-203_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.3,3.941,3.571
miRNA-203_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-8.3,0,0
miRNA-203_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-8.2,4.917,2.291
miRNA-203_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-8.2,4.344,2.134
miRNA-203_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-8.2,4.469,1.912
miRNA-203_3D_Structure_model1_ZINC000002961684_uff_E=162.25,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-8.2,3.949,2.481
miRNA-203_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-8.2,15.649,13.81
miRNA-203_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-8.2,2.086,1.036
miRNA-203_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-8.2,12.982,11.555
miRNA-203_3D_Structure_model1_ZINC000008754385_uff_E=154.41,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.2,5.804,2.697
miRNA-203_3D_Structure_model1_ZINC000032627937_uff_E=735.28,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-8.2,2.762,1.534
miRNA-203_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-8.2,3.96,2.853
miRNA-203_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-8.2,6.062,2.357
miRNA-203_3D_Structure_model1_ZINC000143939187_uff_E=145.87,-8.2,0,0
miRNA-203_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.2,6.521,3.812
miRNA-203_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.2,3.77,2.954
miRNA-203_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.2,15.394,13.572
miRNA-203_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.2,6.244,4.057
miRNA-203_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.2,16.259,14.261
miRNA-203_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-8.2,16.241,13.835
miRNA-203_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.2,14.579,12.282
miRNA-203_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.2,5.904,2.716
miRNA-203_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-8.2,15.597,13.633
miRNA-203_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-8.2,3.593,2.104
miRNA-203_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-8.1,15.374,12.466
miRNA-203_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-8.1,15.636,12.742
miRNA-203_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-8.1,14.203,11.317
miRNA-203_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-8.1,9.541,6.636
miRNA-203_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8.1,14.607,13.115
miRNA-203_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-8.1,4.055,2.218
miRNA-203_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-8.1,2.658,2.118
miRNA-203_3D_Structure_model1_ZINC000006769861_uff_E=378.03,-8.1,3.983,1.562
miRNA-203_3D_Structure_model1_ZINC000006769861_uff_E=378.03,-8.1,2.709,2.298
miRNA-203_3D_Structure_model1_ZINC000007989005_uff_E=167.57,-8.1,0,0
miRNA-203_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-8.1,0,0
miRNA-203_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-8.1,6.093,3.068
miRNA-203_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-8.1,12.822,9.594
miRNA-203_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-8.1,3.543,2.302
miRNA-203_3D_Structure_model1_ZINC000021782355_uff_E=191.70,-8.1,0,0
miRNA-203_3D_Structure_model1_ZINC000036896411_uff_E=201.34,-8.1,0,0
miRNA-203_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.1,18.503,15.759
miRNA-203_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.1,16.322,13.452
miRNA-203_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8.1,2.463,1.852
miRNA-203_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8.1,6.198,3.738
miRNA-203_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.1,0,0
miRNA-203_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.1,16.913,15.142
miRNA-203_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-8.1,3.245,2.358
miRNA-203_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.1,5.8,2.141
miRNA-203_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8.1,7.059,3.989
miRNA-203_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-8.1,0,0
miRNA-203_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.1,12.057,11.028
miRNA-203_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.1,15.022,12.836
miRNA-203_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-8.1,2.718,2.021
miRNA-203_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.1,0,0
miRNA-203_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-8,7.109,2.144
miRNA-203_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-8,16.516,14.215
miRNA-203_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-8,2.631,2.403
miRNA-203_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-8,14.597,11.734
miRNA-203_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-8,1.691,1.543
miRNA-203_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000002961684_uff_E=162.25,-8,3.551,2.247
miRNA-203_3D_Structure_model1_ZINC000003261550_uff_E=148.84,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-8,16.502,13.894
miRNA-203_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-8,6.404,2.029
miRNA-203_3D_Structure_model1_ZINC000004992763_uff_E=371.51,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-8,35.841,34.035
miRNA-203_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-8,16.954,15.248
miRNA-203_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8,5.049,4.114
miRNA-203_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8,5.32,2.942
miRNA-203_3D_Structure_model1_ZINC000008602318_uff_E=384.86,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000008754431_uff_E=154.93,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-8,2.114,1.742
miRNA-203_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-8,3.674,2.739
miRNA-203_3D_Structure_model1_ZINC000014611337_uff_E=708.10,-8,5.149,4.018
miRNA-203_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000030834184_uff_E=290.23,-8,3.658,1.589
miRNA-203_3D_Structure_model1_ZINC000036896411_uff_E=201.34,-8,15.106,12.986
miRNA-203_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-8,3.78,3.262
miRNA-203_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-8,5.33,3.652
miRNA-203_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-8,1.553,1.388
miRNA-203_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8,4.221,2.795
miRNA-203_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8,2.943,2.276
miRNA-203_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8,8.265,6.033
miRNA-203_3D_Structure_model1_ZINC000074934285_uff_E=1028.02,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000100116292_uff_E=392.73,-8,14.688,12.607
miRNA-203_3D_Structure_model1_ZINC000100116292_uff_E=392.73,-8,14.806,12.781
miRNA-203_3D_Structure_model1_ZINC000100202383_uff_E=384.86,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000100431401_uff_E=297.51,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-8,2.047,1.377
miRNA-203_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-8,6.213,2.103
miRNA-203_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8,16.412,14.31
miRNA-203_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-8,2.789,2.493
miRNA-203_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-8,11.905,11.162
miRNA-203_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-8,0,0
miRNA-203_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-8,3.486,2.722
miRNA-203_3D_Structure_model1_ZINC000000053391_uff_E=885.48,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.9,12.138,8.382
miRNA-203_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-7.9,14.281,13.033
miRNA-203_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.9,14.871,11.908
miRNA-203_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.9,4.692,2.237
miRNA-203_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.9,2.747,1.016
miRNA-203_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.9,13.683,12.169
miRNA-203_3D_Structure_model1_ZINC000001748317_uff_E=115.83,-7.9,3.454,2.645
miRNA-203_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-7.9,16.569,14.147
miRNA-203_3D_Structure_model1_ZINC000002424934_uff_E=747.58,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000003261550_uff_E=148.84,-7.9,12.362,10.35
miRNA-203_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.9,14.86,13.406
miRNA-203_3D_Structure_model1_ZINC000003798622_uff_E=541.96,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000003852619_uff_E=398.80,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.9,5.441,3.649
miRNA-203_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000004992763_uff_E=371.51,-7.9,2.017,1.87
miRNA-203_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.9,16.083,13.481
miRNA-203_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.9,5.394,4.552
miRNA-203_3D_Structure_model1_ZINC000005783286_uff_E=329.45,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000006445419_uff_E=359.02,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.9,2.649,2.044
miRNA-203_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.9,2.935,2.357
miRNA-203_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.9,19.606,18.008
miRNA-203_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.9,19.45,17.797
miRNA-203_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.9,17.841,16.189
miRNA-203_3D_Structure_model1_ZINC000006769861_uff_E=378.03,-7.9,12.735,11.206
miRNA-203_3D_Structure_model1_ZINC000008754385_uff_E=154.41,-7.9,15.023,12.324
miRNA-203_3D_Structure_model1_ZINC000008754431_uff_E=154.93,-7.9,3.842,2.602
miRNA-203_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-7.9,2.004,1.236
miRNA-203_3D_Structure_model1_ZINC000008983594_uff_E=548.68,-7.9,11.96,10.919
miRNA-203_3D_Structure_model1_ZINC000010336533_uff_E=393.61,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000012357960_uff_E=530.39,-7.9,13.801,10.822
miRNA-203_3D_Structure_model1_ZINC000012396154_uff_E=741.69,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000012944238_uff_E=178.51,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000012944238_uff_E=178.51,-7.9,5.607,2.054
miRNA-203_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.9,2.801,2.185
miRNA-203_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.9,5.326,2.557
miRNA-203_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.9,11.643,9.887
miRNA-203_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.9,3.976,2.784
miRNA-203_3D_Structure_model1_ZINC000014001469_uff_E=308.66,-7.9,4.412,2.056
miRNA-203_3D_Structure_model1_ZINC000019845269_uff_E=178.79,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000020216661_uff_E=287.74,-7.9,17.495,15.604
miRNA-203_3D_Structure_model1_ZINC000032625209_uff_E=160.66,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000034552395_uff_E=335.26,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000035600838_uff_E=660.43,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-7.9,4.5,3.288
miRNA-203_3D_Structure_model1_ZINC000040267270_uff_E=922.23,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000044610030_uff_E=513.50,-7.9,3.967,2.894
miRNA-203_3D_Structure_model1_ZINC000062913629_uff_E=334.29,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.9,15.327,12.898
miRNA-203_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.9,15.318,12.681
miRNA-203_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.9,6.358,2.481
miRNA-203_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-7.9,5.082,2.524
miRNA-203_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.9,7.545,5.525
miRNA-203_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.9,3.727,2.009
miRNA-203_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.9,6.217,1.875
miRNA-203_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.9,3.959,2.649
miRNA-203_3D_Structure_model1_ZINC000101168853_uff_E=348.11,-7.9,0,0
miRNA-203_3D_Structure_model1_ZINC000143939187_uff_E=145.87,-7.9,14.997,12.242
miRNA-203_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.9,3.06,2.312
miRNA-203_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.9,6.908,5.317
miRNA-203_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.9,4.808,3.579
miRNA-203_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.9,5.995,3.145
miRNA-203_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.9,12.751,10.819
miRNA-203_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.9,4.921,3.406
miRNA-203_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-7.9,15.179,12.842
miRNA-203_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.9,3.754,2.805
miRNA-203_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.9,4.725,3.215
miRNA-203_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.9,6.454,3.742
miRNA-203_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.9,2.547,1.512
miRNA-203_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.9,3.107,2.133
miRNA-203_3D_Structure_model1_ZINC000000039856_uff_E=351.31,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000000039857_uff_E=352.48,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000000053391_uff_E=885.48,-7.8,5.005,1.878
miRNA-203_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.8,13.046,10.868
miRNA-203_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.8,2.465,1.758
miRNA-203_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.8,6.715,2.196
miRNA-203_3D_Structure_model1_ZINC000001402384_uff_E=374.83,-7.8,13.971,12.416
miRNA-203_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000001762468_uff_E=196.94,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-7.8,15.245,12.902
miRNA-203_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-7.8,12.872,11.765
miRNA-203_3D_Structure_model1_ZINC000002768361_uff_E=364.41,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000002927960_uff_E=213.55,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000002961684_uff_E=162.25,-7.8,13.334,12.066
miRNA-203_3D_Structure_model1_ZINC000002961684_uff_E=162.25,-7.8,5.555,4.331
miRNA-203_3D_Structure_model1_ZINC000002961684_uff_E=162.25,-7.8,4.382,2.428
miRNA-203_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.8,18.391,16.079
miRNA-203_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.8,14.539,12.186
miRNA-203_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.8,15.759,13.426
miRNA-203_3D_Structure_model1_ZINC000003852619_uff_E=398.80,-7.8,2.783,1.418
miRNA-203_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.8,13.355,11.573
miRNA-203_3D_Structure_model1_ZINC000004671366_uff_E=518.04,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.8,16.861,14.616
miRNA-203_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.8,14.638,12.665
miRNA-203_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.8,15.617,13.387
miRNA-203_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.8,1.285,1.019
miRNA-203_3D_Structure_model1_ZINC000006769861_uff_E=378.03,-7.8,13.858,12.802
miRNA-203_3D_Structure_model1_ZINC000008609359_uff_E=208.91,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000008754385_uff_E=154.41,-7.8,5.595,1.822
miRNA-203_3D_Structure_model1_ZINC000008754385_uff_E=154.41,-7.8,5.831,3.94
miRNA-203_3D_Structure_model1_ZINC000008754431_uff_E=154.93,-7.8,14.976,12.271
miRNA-203_3D_Structure_model1_ZINC000011850592_uff_E=163.33,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000012396154_uff_E=741.69,-7.8,16.399,14.855
miRNA-203_3D_Structure_model1_ZINC000012396971_uff_E=357.93,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000012778469_uff_E=362.79,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000012896294_uff_E=149.56,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000013521780_uff_E=175.27,-7.8,0,0
miRNA-203_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7.8,4.487,1.803
miRNA-203_3D_Structure_model1_ZINC000019473778_uff_E=198.01,-7.8,5.274,3.463
miRNA-203_3D_Structure_model1_ZINC000019686070_uff_E=816.41,-7.8,0,0
