Ligand,Binding Affinity,rmsd/ub, rmsd/lb
miRNA_205_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-8.4,0,0
miRNA_205_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-8.4,0,0
miRNA_205_3D_Structure_model1_ZINC000075153165_uff_E=317.36,-8.4,0,0
miRNA_205_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.4,3.989,2.375
miRNA_205_3D_Structure_model1_ZINC000003852619_uff_E=398.80,-8.3,0,0
miRNA_205_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-8.3,6.047,5.305
miRNA_205_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-8.3,27.65,25.686
miRNA_205_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-8.3,0,0
miRNA_205_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-8.3,0,0
miRNA_205_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-8.3,0,0
miRNA_205_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-8.3,0,0
miRNA_205_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-8.3,5.14,2.905
miRNA_205_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-8.3,0,0
miRNA_205_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-8.3,6.528,1.769
miRNA_205_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.3,0,0
miRNA_205_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.3,2.875,2.156
miRNA_205_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.2,0,0
miRNA_205_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.2,28.202,25.788
miRNA_205_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.2,2.793,1.935
miRNA_205_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.2,2.76,2.36
miRNA_205_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.2,2.715,1.808
miRNA_205_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-8.2,2.996,1.799
miRNA_205_3D_Structure_model1_ZINC000022205650_uff_E=328.95,-8.2,0,0
miRNA_205_3D_Structure_model1_ZINC000022205650_uff_E=328.95,-8.2,6.936,2.799
miRNA_205_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-8.2,0,0
miRNA_205_3D_Structure_model1_ZINC000001511379_uff_E=295.54,-8.2,0,0
miRNA_205_3D_Structure_model1_ZINC000408518576_uff_E=555.99,-8.2,0,0
miRNA_205_3D_Structure_model1_ZINC000408518576_uff_E=555.99,-8.2,30.522,27.418
miRNA_205_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8.2,19.308,18.363
miRNA_205_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.1,34.798,33.219
miRNA_205_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-8.1,4.758,1.404
miRNA_205_3D_Structure_model1_ZINC000090275527_uff_E=148.08,-8.1,0,0
miRNA_205_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-8.1,27.95,26.038
miRNA_205_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-8.1,2.056,1.859
miRNA_205_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-8.1,0,0
miRNA_205_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-8.1,2.321,1.552
miRNA_205_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8.1,34.721,31.918
miRNA_205_3D_Structure_model1_ZINC000100116767_uff_E=363.12,-8.1,0,0
miRNA_205_3D_Structure_model1_ZINC000002392043_uff_E=147.92,-8.1,0,0
miRNA_205_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-8.1,0,0
miRNA_205_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8.1,2.937,2.482
miRNA_205_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-8.1,0,0
miRNA_205_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-8.1,0,0
miRNA_205_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-8.1,1.522,0.776
miRNA_205_3D_Structure_model1_ZINC000026420176_uff_E=137.60,-8.1,0,0
miRNA_205_3D_Structure_model1_ZINC000408518576_uff_E=555.99,-8.1,1.78,1.345
miRNA_205_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-8.1,30.512,28.462
miRNA_205_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-8.1,2.241,1.569
miRNA_205_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-8,4.67,2.129
miRNA_205_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8,3.053,2.412
miRNA_205_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8,37.012,33.584
miRNA_205_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8,2.626,2.228
miRNA_205_3D_Structure_model1_ZINC000031807922_uff_E=403.95,-8,13.8,12.264
miRNA_205_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-8,2.418,1.857
miRNA_205_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-8,6.492,4.919
miRNA_205_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-8,28.381,25.82
miRNA_205_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-8,0,0
miRNA_205_3D_Structure_model1_ZINC000006445419_uff_E=359.02,-8,0,0
miRNA_205_3D_Structure_model1_ZINC000065407987_uff_E=543.72,-8,5.695,2.962
miRNA_205_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-8,29.634,27.493
miRNA_205_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-8,0,0
miRNA_205_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-8,45.796,45.249
miRNA_205_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-8,42.724,42.298
miRNA_205_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-8,21.136,20.719
miRNA_205_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-8,48.147,47.719
miRNA_205_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-8,6.619,2.644
miRNA_205_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-8,3.227,2.474
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-8,0,0
miRNA_205_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-8,4.889,3.786
miRNA_205_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-8,0,0
miRNA_205_3D_Structure_model1_ZINC000524728979_uff_E=420.68,-8,29.551,27.459
miRNA_205_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-8,0,0
miRNA_205_3D_Structure_model1_ZINC000036556779_uff_E=1950.87,-8,0,0
miRNA_205_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-8,2.257,1.796
miRNA_205_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-8,13.435,12.137
miRNA_205_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.9,38.094,35.555
miRNA_205_3D_Structure_model1_ZINC000090275528_uff_E=121.13,-7.9,0,0
miRNA_205_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.9,27.857,25.672
miRNA_205_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.9,8.106,3.276
miRNA_205_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.9,0,0
miRNA_205_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.9,7.246,5.373
miRNA_205_3D_Structure_model1_ZINC000003851493_uff_E=175.13,-7.9,0,0
miRNA_205_3D_Structure_model1_ZINC000006445419_uff_E=359.02,-7.9,1.561,0.679
miRNA_205_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-7.9,4.545,2.761
miRNA_205_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-7.9,30.507,28.544
miRNA_205_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-7.9,0,0
miRNA_205_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.9,21.78,21.22
miRNA_205_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.9,6.958,2.881
miRNA_205_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.9,2.177,1.565
miRNA_205_3D_Structure_model1_ZINC000002424934_uff_E=747.58,-7.9,0,0
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.9,31.127,28.277
miRNA_205_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-7.9,2.265,1.882
miRNA_205_3D_Structure_model1_ZINC000004487220_uff_E=344.90,-7.9,0,0
miRNA_205_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.9,2.406,1.96
miRNA_205_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.9,2.855,2.352
miRNA_205_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.9,0,0
miRNA_205_3D_Structure_model1_ZINC000012396971_uff_E=357.93,-7.9,0,0
miRNA_205_3D_Structure_model1_ZINC000584895208_uff_E=529.63,-7.9,2.28,1.717
miRNA_205_3D_Structure_model1_ZINC000005242230_uff_E=609.43,-7.9,19.791,19.074
miRNA_205_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.9,20.137,19.137
miRNA_205_3D_Structure_model1_ZINC000252452703_uff_E=92.96,-7.8,0,0
miRNA_205_3D_Structure_model1_ZINC000090275528_uff_E=121.13,-7.8,2.982,2.183
miRNA_205_3D_Structure_model1_ZINC000090275528_uff_E=121.13,-7.8,2.187,1.661
miRNA_205_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.8,10.491,9.254
miRNA_205_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-7.8,29.171,27.41
miRNA_205_3D_Structure_model1_ZINC000252493900_uff_E=112.08,-7.8,27.411,25.293
miRNA_205_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.8,2.443,1.801
miRNA_205_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.8,6.447,5.195
miRNA_205_3D_Structure_model1_ZINC000097375660_uff_E=769.95,-7.8,7.491,6.073
miRNA_205_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.8,28.418,26.368
miRNA_205_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-7.8,0,0
miRNA_205_3D_Structure_model1_ZINC000011850592_uff_E=163.33,-7.8,0,0
miRNA_205_3D_Structure_model1_ZINC000011850592_uff_E=163.33,-7.8,1.7,1.011
miRNA_205_3D_Structure_model1_ZINC000013517623_uff_E=362.99,-7.8,0,0
miRNA_205_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-7.8,29.657,27.565
miRNA_205_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-7.8,30.241,28.041
miRNA_205_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-7.8,6.58,4.466
miRNA_205_3D_Structure_model1_ZINC000065614335_uff_E=326.84,-7.8,11.112,10.294
miRNA_205_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.8,2.641,0.386
miRNA_205_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.8,11.704,9.395
miRNA_205_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.8,5.182,3.407
miRNA_205_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.8,22.114,21.335
miRNA_205_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.8,48.972,48.281
miRNA_205_3D_Structure_model1_ZINC000100486561_uff_E=486.75,-7.8,45.617,45.16
miRNA_205_3D_Structure_model1_ZINC000097056285_uff_E=378.78,-7.8,0,0
miRNA_205_3D_Structure_model1_ZINC000022205650_uff_E=328.95,-7.8,7.153,3.224
miRNA_205_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.8,0,0
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.8,2.654,2.439
miRNA_205_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.8,29.01,26.292
miRNA_205_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.8,11.31,9.332
miRNA_205_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.8,37.565,35.768
miRNA_205_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.8,3.368,2.55
miRNA_205_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.8,29.336,27.325
miRNA_205_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.8,3.502,2.415
miRNA_205_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.8,33.533,32.259
miRNA_205_3D_Structure_model1_ZINC000012396971_uff_E=357.93,-7.8,2.208,1.725
miRNA_205_3D_Structure_model1_ZINC000408518576_uff_E=555.99,-7.8,7.132,4.513
miRNA_205_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.7,34.955,32.954
miRNA_205_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.7,25.191,23.348
miRNA_205_3D_Structure_model1_ZINC000005750376_uff_E=773.97,-7.7,10.169,9.012
miRNA_205_3D_Structure_model1_ZINC000065406900_uff_E=553.74,-7.7,29.685,27.646
miRNA_205_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.7,6.861,2.367
miRNA_205_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000001644960_uff_E=279.65,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.7,42.812,40.111
miRNA_205_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.7,61.114,59.022
miRNA_205_3D_Structure_model1_ZINC000004705420_uff_E=585.32,-7.7,29.664,27.69
miRNA_205_3D_Structure_model1_ZINC000016283433_uff_E=390.12,-7.7,29.405,27.515
miRNA_205_3D_Structure_model1_ZINC000004249556_uff_E=362.13,-7.7,10.983,10.215
miRNA_205_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000004476560_uff_E=302.92,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000003407843_uff_E=191.80,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000002468762_uff_E=326.37,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.7,36.866,34.491
miRNA_205_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.7,36.767,34.558
miRNA_205_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.7,2.532,1.28
miRNA_205_3D_Structure_model1_ZINC000000407746_uff_E=238.74,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.7,2.391,1.869
miRNA_205_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.7,27.69,25.467
miRNA_205_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.7,2.914,2.105
miRNA_205_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.7,34.786,34.231
miRNA_205_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.7,63.812,61.316
miRNA_205_3D_Structure_model1_ZINC000002424934_uff_E=747.58,-7.7,2.529,0.599
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.7,6.423,2.309
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.7,32.989,29.877
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.7,8.43,4.042
miRNA_205_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.7,29.565,27.691
miRNA_205_3D_Structure_model1_ZINC000004386286_uff_E=391.99,-7.7,2.504,2.024
miRNA_205_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.7,2.703,2.379
miRNA_205_3D_Structure_model1_ZINC000000193798_uff_E=149.03,-7.7,62.09,59.508
miRNA_205_3D_Structure_model1_ZINC000005700396_uff_E=358.13,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000006760912_uff_E=421.83,-7.7,2.53,1.847
miRNA_205_3D_Structure_model1_ZINC000078210627_uff_E=402.98,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000524728979_uff_E=420.68,-7.7,35.191,32.949
miRNA_205_3D_Structure_model1_ZINC000524728979_uff_E=420.68,-7.7,29.896,27.158
miRNA_205_3D_Structure_model1_ZINC000012956768_uff_E=317.06,-7.7,0,0
miRNA_205_3D_Structure_model1_ZINC000001511379_uff_E=295.54,-7.7,29.786,28.149
miRNA_205_3D_Structure_model1_ZINC000000039856_uff_E=351.31,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-7.6,28.213,26.366
miRNA_205_3D_Structure_model1_ZINC000066324463_uff_E=367.37,-7.6,28.341,26.741
miRNA_205_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.6,27.254,25.192
miRNA_205_3D_Structure_model1_ZINC000170637953_uff_E=375.04,-7.6,34.214,30.931
miRNA_205_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.6,4.921,3.307
miRNA_205_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.6,19.884,18.425
miRNA_205_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.6,45.881,44.625
miRNA_205_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.6,46.411,45.112
miRNA_205_3D_Structure_model1_ZINC000252493901_uff_E=112.70,-7.6,6.163,3.809
miRNA_205_3D_Structure_model1_ZINC000003851493_uff_E=175.13,-7.6,2.548,2.029
miRNA_205_3D_Structure_model1_ZINC000006445426_uff_E=365.88,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000065407985_uff_E=565.32,-7.6,5.001,2.439
miRNA_205_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.6,15.939,15.061
miRNA_205_3D_Structure_model1_ZINC000000339488_uff_E=104.70,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000065525969_uff_E=570.88,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000065525969_uff_E=570.88,-7.6,3.914,2.489
miRNA_205_3D_Structure_model1_ZINC000019845269_uff_E=178.79,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.6,34.867,33.115
miRNA_205_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.6,10.915,8.711
miRNA_205_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.6,18.296,16.046
miRNA_205_3D_Structure_model1_ZINC000036075290_uff_E=362.81,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000050213593_uff_E=529.33,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000725345437_uff_E=718.99,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000004629796_uff_E=396.96,-7.6,16.663,14.551
miRNA_205_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.6,7.091,5.058
miRNA_205_3D_Structure_model1_ZINC000001424246_uff_E=405.37,-7.6,30.001,28.068
miRNA_205_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.6,16.633,14.467
miRNA_205_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.6,15.691,14.203
miRNA_205_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.6,32.883,32.47
miRNA_205_3D_Structure_model1_ZINC000101012615_uff_E=511.85,-7.6,13.188,11.797
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.6,32.175,28.831
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.6,28.786,25.774
miRNA_205_3D_Structure_model1_ZINC000215281114_uff_E=382.72,-7.6,32.207,29.084
miRNA_205_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.6,35.828,33.705
miRNA_205_3D_Structure_model1_ZINC000215281161_uff_E=386.79,-7.6,35.231,33.107
miRNA_205_3D_Structure_model1_ZINC000004487220_uff_E=344.90,-7.6,2.13,1.729
miRNA_205_3D_Structure_model1_ZINC000004487220_uff_E=344.90,-7.6,2.686,1.706
miRNA_205_3D_Structure_model1_ZINC000006760910_uff_E=399.36,-7.6,58.436,56.678
miRNA_205_3D_Structure_model1_ZINC000685939372_uff_E=746.04,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000014988494_uff_E=385.12,-7.6,16.138,15.45
miRNA_205_3D_Structure_model1_ZINC000004770450_uff_E=306.67,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000238856566_uff_E=401.19,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000408518576_uff_E=555.99,-7.6,30.131,26.95
miRNA_205_3D_Structure_model1_ZINC000075153165_uff_E=317.36,-7.6,28.304,27.269
miRNA_205_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000215566476_uff_E=155.54,-7.6,28.871,27.139
miRNA_205_3D_Structure_model1_ZINC000020082504_uff_E=638.04,-7.6,0,0
miRNA_205_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.6,19.33,18.572
miRNA_205_3D_Structure_model1_ZINC000067842984_uff_E=394.10,-7.6,46.524,44.949
miRNA_205_3D_Structure_model1_ZINC000252452703_uff_E=92.96,-7.5,11.181,10.639
miRNA_205_3D_Structure_model1_ZINC000252452703_uff_E=92.96,-7.5,27.031,25.302
miRNA_205_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.5,3.152,2.1
miRNA_205_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.5,4.297,2.736
miRNA_205_3D_Structure_model1_ZINC000253536240_uff_E=149.47,-7.5,64.49,62.439
miRNA_205_3D_Structure_model1_ZINC000004298586_uff_E=79.09,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000004992763_uff_E=371.51,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000252627812_uff_E=450.45,-7.5,8.285,3.258
miRNA_205_3D_Structure_model1_ZINC000100116292_uff_E=392.73,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.5,3.742,2.555
miRNA_205_3D_Structure_model1_ZINC000004207178_uff_E=366.98,-7.5,33.444,31.409
miRNA_205_3D_Structure_model1_ZINC000008754431_uff_E=154.93,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.5,20.219,18.734
miRNA_205_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.5,46.454,44.983
miRNA_205_3D_Structure_model1_ZINC000392498310_uff_E=403.00,-7.5,38.954,37.632
miRNA_205_3D_Structure_model1_ZINC000001644960_uff_E=279.65,-7.5,2.166,1.95
miRNA_205_3D_Structure_model1_ZINC000002097573_uff_E=265.54,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000003851493_uff_E=175.13,-7.5,35.466,33.638
miRNA_205_3D_Structure_model1_ZINC000262187141_uff_E=447.85,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000001023501_uff_E=298.07,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.5,20.006,18.402
miRNA_205_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.5,18.878,17.527
miRNA_205_3D_Structure_model1_ZINC000065422631_uff_E=355.46,-7.5,18.189,16.979
miRNA_205_3D_Structure_model1_ZINC000065525969_uff_E=570.88,-7.5,5.423,2.443
miRNA_205_3D_Structure_model1_ZINC000019845269_uff_E=178.79,-7.5,7.529,4.304
miRNA_205_3D_Structure_model1_ZINC000019845269_uff_E=178.79,-7.5,31.116,28.755
miRNA_205_3D_Structure_model1_ZINC000002507083_uff_E=899.53,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000002468762_uff_E=326.37,-7.5,5.359,3.81
miRNA_205_3D_Structure_model1_ZINC000002468762_uff_E=326.37,-7.5,32.487,30.098
miRNA_205_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-7.5,30.451,28.326
miRNA_205_3D_Structure_model1_ZINC000095485801_uff_E=326.10,-7.5,30.634,28.564
miRNA_205_3D_Structure_model1_ZINC000001402363_uff_E=361.13,-7.5,33.492,31.695
miRNA_205_3D_Structure_model1_ZINC000065434528_uff_E=1775.58,-7.5,28.923,26.455
miRNA_205_3D_Structure_model1_ZINC000072324030_uff_E=441.10,-7.5,28.183,26.231
miRNA_205_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.5,5.458,3.75
miRNA_205_3D_Structure_model1_ZINC000040163924_uff_E=347.22,-7.5,35.764,34.521
miRNA_205_3D_Structure_model1_ZINC000070453846_uff_E=475.08,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000169726327_uff_E=143.32,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000096113659_uff_E=327.17,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000013555032_uff_E=81.97,-7.5,0,0
miRNA_205_3D_Structure_model1_ZINC000004324685_uff_E=376.28,-7.5,28.264,25.605
